KEY_CODE,T000918001,T000918002,T000918003,T000918004,T000918005,T000918006,T000918007,T000918008,T000918009,T000918010,T000918011,T000918012,T000918013,T000918014,T000918015,T000918016,T000918017,T000918018,T000918019,T000918020,T000918021,T000918022,T000918023,T000918024,T000918025,T000918026,T000918027,T000918028,T000918029,T000918030,T000918031,T000918032,T000918033,T000918034,T000918035,T000918036,T000918037,T000918038,T000918039,T000918040
523910104,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
523910112,8,2,0,1,1,6,0,0,0,4,0,1,0,1,0,0,0,0,0,70,9,0,6,3,61,0,0,0,54,0,2,0,5,0,0,0,0,0,32,38
523910113,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,3,1
523910114,10,3,0,2,1,7,0,0,0,5,0,0,0,1,0,0,0,0,1,66,21,0,11,10,45,0,0,0,27,0,0,0,1,0,0,0,0,17,48,18
523910123,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1
523910124,5,0,0,0,0,5,0,0,0,1,0,0,0,4,0,0,0,0,0,123,0,0,0,0,123,0,0,0,2,0,0,0,121,0,0,0,0,0,48,75
523910133,7,2,0,2,0,5,0,0,0,1,0,0,0,2,2,0,0,0,0,104,2,0,2,0,102,0,0,0,1,0,0,0,99,2,0,0,0,0,45,59
523910204,3,1,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,7,4,0,0,4,3,0,0,0,1,0,0,0,0,0,0,0,0,2,4,3
523910211,2,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,11,10,0,10,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,8,3
523910212,4,0,0,0,0,4,0,0,0,3,0,0,0,0,1,0,0,0,0,26,0,0,0,0,26,0,0,0,20,0,0,0,0,6,0,0,0,0,15,11
523910221,12,6,0,3,3,6,0,0,0,1,0,1,0,2,0,0,1,0,1,50,36,0,9,27,14,0,0,0,4,0,2,0,5,0,0,2,0,1,31,19
523910222,32,7,0,6,1,25,0,0,2,4,1,4,1,7,4,0,0,0,2,443,24,0,23,1,419,0,0,40,109,8,6,2,242,7,0,0,0,5,208,235
523910223,3,1,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,8,4,0,4,0,4,0,0,0,0,0,2,0,0,0,0,0,0,2,5,3
523910224,13,3,0,3,0,10,0,0,2,3,0,1,0,0,1,0,2,0,1,110,26,0,26,0,84,0,0,31,14,0,1,0,0,10,0,25,0,3,73,37
523910231,119,14,0,11,3,104,0,0,1,40,4,11,3,20,15,4,2,0,4,396,41,0,36,5,349,0,0,11,129,58,17,5,74,30,5,7,0,13,178,218
523910232,19,5,0,4,1,14,0,0,0,4,0,1,0,4,4,0,0,0,1,238,16,0,15,1,222,0,0,0,6,0,1,0,205,7,0,0,0,3,124,114
523910233,95,14,0,12,2,81,0,0,2,28,0,5,2,18,11,1,6,2,6,349,61,0,52,9,288,0,0,11,106,0,9,6,70,18,1,17,27,23,175,174
523910234,8,1,0,1,0,7,0,0,0,4,0,0,0,2,0,0,0,0,1,26,1,0,1,0,25,0,0,0,17,0,0,0,3,0,0,0,0,5,9,17
523910302,2,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,5,1,0,0,0,0,0,0,0,4,0,0,0,0,3,2
523910321,4,1,0,1,0,3,0,0,0,2,0,0,0,1,0,0,0,0,0,16,9,0,9,0,7,0,0,0,2,0,0,0,5,0,0,0,0,0,9,7
523910322,7,0,0,0,0,7,0,0,0,5,0,1,0,1,0,0,0,0,0,35,0,0,0,0,35,0,0,0,32,0,1,0,2,0,0,0,0,0,28,7
523910323,2,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5,1,0,1,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,2,3
523910331,18,4,0,3,1,14,0,0,2,3,0,1,1,2,1,1,1,0,2,86,22,0,14,8,64,0,0,19,16,0,1,2,7,6,1,3,0,9,56,30
523910332,10,0,0,0,0,10,0,1,0,3,0,0,0,2,3,0,1,0,0,172,0,0,0,0,172,0,8,0,9,0,0,0,4,12,0,139,0,0,80,92
523910333,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0
523910334,5,2,0,0,2,3,0,0,0,0,0,0,0,0,1,0,1,0,1,32,23,0,0,23,9,0,0,0,0,0,0,0,0,3,0,3,0,3,9,23
523910343,5,0,0,0,0,5,0,0,0,3,0,0,0,2,0,0,0,0,0,33,0,0,0,0,33,0,0,0,19,0,0,0,14,0,0,0,0,0,11,22
523910422,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,11,0,0,0,0,0,3,8
523910432,3,0,0,0,0,3,0,0,0,0,0,0,1,2,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,1,7,0,0,0,0,0,3,5
523910433,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,36,9,0,0,9,27,0,0,0,0,0,0,0,0,0,0,27,0,0,6,30
523910441,4,1,0,1,0,3,0,0,0,0,0,1,0,1,1,0,0,0,0,37,11,0,11,0,26,0,0,0,0,0,22,0,2,2,0,0,0,0,23,14
523910444,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,2,1
523910533,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,86,0,0,0,0,86,0,0,0,4,0,0,0,0,0,82,0,0,0,45,41
523910544,3,1,0,1,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,5,1,0,1,0,4,0,0,1,0,0,0,0,3,0,0,0,0,0,4,1
523910611,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,50,0,0,0,0,50,0,0,0,0,0,0,0,0,50,0,0,0,0,26,24
523910634,11,6,0,5,1,5,0,0,0,2,0,0,0,0,0,0,2,0,1,42,19,0,14,5,23,0,0,0,3,0,0,0,0,0,0,17,0,3,22,20
523910641,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1
523910642,37,4,0,4,0,33,0,0,1,7,0,6,0,10,4,0,4,0,1,234,15,0,15,0,219,0,0,20,26,0,8,0,57,4,0,102,0,2,87,147
523910643,17,12,0,11,1,5,0,0,0,1,0,0,0,0,1,0,2,0,1,355,28,0,25,3,327,0,0,0,1,0,0,0,0,1,0,318,0,7,165,190
523910644,50,10,0,5,5,40,0,0,0,14,0,3,2,6,4,3,1,1,6,199,38,0,24,14,161,0,0,0,64,0,5,4,18,9,4,5,10,42,118,81
523910651,2,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,2,0,8,0,0,0,0,0,5,5
523910653,15,1,0,1,0,14,0,0,1,3,0,1,0,6,0,0,1,1,1,37,2,0,2,0,35,0,0,2,8,0,1,0,19,0,0,2,2,1,18,19
523910731,4,1,0,1,0,3,0,0,0,0,0,0,0,1,0,0,1,0,1,64,3,0,3,0,61,0,0,0,0,0,0,0,8,0,0,52,0,1,20,44
523910734,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
523910741,3,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,35,10,0,10,0,25,0,0,0,0,0,0,0,0,0,0,25,0,0,22,13
523910742,5,2,0,2,0,3,0,0,0,0,0,1,0,1,0,0,1,0,0,17,13,0,13,0,4,0,0,0,0,0,1,0,1,0,0,2,0,0,12,5
523910743,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,2,1
523910744,17,3,0,3,0,14,0,0,0,7,0,1,0,3,1,0,2,0,0,61,5,0,5,0,56,0,0,0,27,0,1,0,5,2,0,21,0,0,24,37
523910751,9,3,0,3,0,6,0,0,0,1,0,0,0,3,0,1,1,0,0,108,11,0,11,0,97,0,0,0,3,0,0,0,91,0,1,2,0,0,52,56
523910753,15,0,0,0,0,15,0,0,0,7,0,1,0,5,1,1,0,0,0,163,0,0,0,0,163,0,0,0,43,0,5,0,63,3,49,0,0,0,92,71
523910754,30,1,0,1,0,29,0,0,1,4,0,2,0,14,4,0,0,0,4,247,16,0,16,0,231,0,0,0,12,0,3,0,188,6,0,0,0,22,133,114
523910834,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,2,2
523910841,3,1,0,1,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,6,2,0,2,0,4,0,0,0,0,0,1,3,0,0,0,0,0,0,5,1
523910842,32,3,0,3,0,28,0,0,1,6,0,3,1,3,7,2,3,1,1,131,17,0,17,0,101,0,0,4,11,0,4,4,9,11,4,38,14,2,59,72
523910843,4,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,3,0,0,90,0,0,0,0,90,0,0,0,0,0,74,0,0,0,0,16,0,0,82,8
523910844,13,4,0,3,1,8,0,0,0,3,0,2,1,1,0,0,0,0,1,117,85,0,69,16,26,0,0,0,15,0,3,2,4,0,0,0,0,2,92,25
523910851,7,3,0,3,0,4,0,0,0,1,0,0,0,1,1,0,0,1,0,95,10,0,10,0,85,0,0,0,2,0,0,0,79,1,0,0,3,0,50,45
523910852,18,0,0,0,0,18,0,0,0,3,0,2,0,10,1,0,1,1,0,175,0,0,0,0,175,0,0,0,11,0,2,0,142,2,0,11,7,0,80,95
523910853,8,1,0,1,0,7,0,0,0,0,0,4,0,2,0,0,0,0,1,21,2,0,2,0,19,0,0,0,0,0,11,0,5,0,0,0,0,3,13,8
523910854,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,18,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,18,2,16
523910902,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,2,2
523910903,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1
523910904,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1
523910932,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,6,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,5,0,0,3,3
523910941,2,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,38,6,0,6,0,32,0,0,0,0,0,0,0,32,0,0,0,0,0,22,16
523910942,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,6,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3
523910943,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1
523910944,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1
523910951,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1
523910952,2,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,3,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1
523910953,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,19,0,0,0,0,19,0,0,0,0,0,0,0,19,0,0,0,0,0,11,8
523910954,9,0,0,0,0,9,0,0,1,0,0,2,0,3,2,1,0,0,0,115,0,0,0,0,115,0,0,2,0,0,2,0,103,6,2,0,0,0,71,44
523910961,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,16,0,0,0,0,16,0,0,0,0,0,0,0,16,0,0,0,0,0,4,12
523910963,5,0,0,0,0,5,0,0,0,1,0,0,0,3,1,0,0,0,0,90,0,0,0,0,90,0,0,0,2,0,0,0,87,1,0,0,0,0,39,51
523912081,81,7,0,6,1,74,0,0,4,22,2,4,1,33,3,0,0,1,4,391,58,0,55,3,333,0,0,59,91,39,24,1,87,8,0,0,8,16,223,168
523912082,32,5,0,2,3,27,0,0,1,7,1,0,1,10,2,0,2,0,3,97,18,0,5,13,79,0,0,2,19,11,0,1,21,4,0,8,0,13,41,56
523912083,6,0,0,0,0,6,0,0,0,1,0,0,0,2,2,1,0,0,0,44,0,0,0,0,44,0,0,0,1,0,0,0,19,23,1,0,0,0,19,25
523912084,15,3,0,3,0,12,0,0,0,4,0,0,1,3,2,1,0,0,1,52,17,0,17,0,35,0,0,0,10,0,0,1,14,5,2,0,0,3,26,26
523912091,3,0,0,0,0,3,0,0,0,0,0,0,0,2,1,0,0,0,0,26,0,0,0,0,26,0,0,0,0,0,0,0,24,2,0,0,0,0,5,21
523912092,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,3,5
523912093,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
523912181,6,0,0,0,0,6,0,0,0,4,0,0,0,2,0,0,0,0,0,9,0,0,0,0,9,0,0,0,7,0,0,0,2,0,0,0,0,0,3,6
523912182,9,1,0,0,1,8,0,0,2,2,0,0,0,3,0,0,0,0,1,71,1,0,0,1,70,0,0,10,27,0,0,0,23,0,0,0,0,10,36,35
523912183,5,1,0,1,0,4,0,0,0,1,0,0,0,3,0,0,0,0,0,33,15,0,15,0,18,0,0,0,2,0,0,0,16,0,0,0,0,0,15,18
523912184,6,0,0,0,0,6,0,0,1,0,0,0,0,1,0,0,4,0,0,89,0,0,0,0,89,0,0,2,0,0,0,0,3,0,0,84,0,0,34,55
523912194,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
523912281,7,2,0,2,0,5,0,0,1,0,0,1,1,1,0,0,1,0,0,42,8,0,8,0,34,0,0,4,0,0,6,14,1,0,0,9,0,0,23,19
523912282,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1
523912283,2,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,13,11,0,11,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,11,2
523912284,7,2,0,2,0,5,0,0,0,3,0,0,0,0,1,0,1,0,0,56,19,0,19,0,37,0,0,0,10,0,0,0,0,1,0,26,0,0,18,38
523912291,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
523912292,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,5,3
523912293,11,1,0,1,0,10,0,0,0,4,0,0,0,3,1,0,1,0,1,214,2,0,2,0,212,0,0,0,48,0,0,0,16,2,0,111,0,35,85,129
523912294,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
523912381,2,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,11,8,0,8,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,8,3
523912383,9,2,0,2,0,7,0,0,0,2,0,0,0,2,2,1,0,0,0,32,5,0,5,0,27,0,0,0,5,0,0,0,14,7,1,0,0,0,20,12
523912384,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,3,3
523912391,12,2,0,1,1,10,0,0,0,6,1,0,1,0,0,1,0,1,0,39,8,0,0,8,31,0,0,0,21,1,0,1,0,0,5,0,3,0,24,15
523912392,4,1,0,1,0,3,0,0,0,1,0,0,0,1,0,0,1,0,0,16,1,0,1,0,15,0,0,0,5,0,0,0,1,0,0,9,0,0,7,9
523912393,14,1,0,1,0,12,0,0,0,4,1,0,0,5,1,1,0,0,0,69,5,0,5,0,60,0,0,0,30,1,0,0,15,2,12,0,0,0,40,29
523912394,6,0,0,0,0,6,0,0,1,0,0,0,0,2,2,0,1,0,0,38,0,0,0,0,38,0,0,17,0,0,0,0,3,17,0,1,0,0,28,10
523912481,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,1,6
523912491,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
